filename,LLM-decision
Au_ani_30344.jpg,Authentic
Au_ani_30345.jpg,Authentic
Au_ani_30346.jpg,Authentic
Au_ani_30347.jpg,Authentic
Au_ani_30348.jpg,Authentic
Au_ani_30349.jpg,Authentic
Au_ani_30350.jpg,Authentic
Au_ani_30351.jpg,Authentic
Au_ani_30352.jpg,"Spliced

The image shows a crab, but its shadow resembles a silhouette of a bird, which indicates manipulation. This is a classic example of a spliced or edited image."
Au_ani_30353.jpg,Authentic
Au_ani_30354.jpg,Authentic
Au_ani_30355.jpg,Authentic
Au_ani_30356.jpg,Authentic
Au_ani_30357.jpg,Authentic
Au_ani_30358.jpg,Authentic
Au_ani_30359.jpg,Authentic
Au_ani_30360.jpg,Authentic
Au_ani_30361.jpg,Authentic
Au_ani_30362.jpg,Authentic
Au_ani_30363.jpg,Spliced
Au_ani_30364.jpg,Authentic
Au_ani_30365.jpg,"Spliced

The image appears to be manipulated. The tortoise is unusually large compared to the person, which is not consistent with the actual size of tortoises relative to humans. This suggests that the image has been edited to exaggerate the size of the tortoise."
Au_ani_30366.jpg,"Spliced

The image shows clear signs of manipulation, particularly where the heads and beaks of the birds overlap in an unnatural way, indicating that elements from different images have been combined."
Au_ani_30367.jpg,"Authentic

The image appears to show three marine iguanas in a natural setting, and there are no visible signs of splicing or manipulation. The lighting, shadows, and textures are consistent throughout the image."
Au_ani_30368.jpg,"Authentic

The image appears to be authentic, showing giant tortoises with people in the background. There are no visible signs of splicing or manipulation. The lighting, shadows, and proportions are consistent throughout the image."
Au_ani_30369.jpg,Authentic
Au_ani_30370.jpg,"Authentic

This image appears to show two blue-footed boobies, a species of bird known for their distinctive blue feet. There are no visible signs of splicing or manipulation in the image. The lighting, shadows, and focus are consistent throughout."
Au_ani_30371.jpg,Authentic
Au_ani_30372.jpg,"Authentic

The image appears to show two seals interacting in the water. There are no obvious signs of digital manipulation or splicing. The lighting, shadows, and water effects are consistent throughout the image."
Au_ani_30373.jpg,"Spliced

The image shows a bird with two beaks, which is not natural. This indicates that the image has been manipulated."
Au_ani_30374.jpg,Authentic
Au_ani_30375.jpg,Authentic
Au_ani_30376.jpg,Authentic
Au_ani_30377.jpg,"Authentic

The image appears to show a real fish species, the Rock Beauty Angelfish (Holacanthus tricolor), which naturally has this coloration. There are no visible signs of splicing or manipulation."
Au_ani_30378.jpg,"Authentic

The image appears to show a natural underwater scene with a fish. There are no visible signs of splicing or manipulation. The lighting, shadows, and textures are consistent throughout the image."
Au_ani_30379.jpg,"Spliced

The image shows a fish with an unusual feature: it appears to have the face of another fish blended into its body. This indicates that the image has been manipulated."
Au_ani_30380.jpg,"Spliced

The image shows a fish with what appears to be the mouth of another animal (possibly a mammal) edited onto its face, which is not natural for this species. This indicates the image has been manipulated."
Au_ani_30381.jpg,"Authentic

The image appears to be an original, unedited photograph of a fish underwater. There are no visible signs of splicing or manipulation."
Au_ani_30382.jpg,"Authentic

The image appears to show a natural fish without any visible signs of splicing or manipulation. The features and colors are consistent with a real fish in its natural environment."
Au_ani_30383.jpg,Authentic
Au_ani_30384.jpg,"Authentic

The image appears to show a single fish photographed underwater, and there are no visible signs of splicing or manipulation. The lighting, texture, and details are consistent throughout the image."
Au_ani_30385.jpg,Authentic
Au_ani_30386.jpg,Authentic
Au_ani_30387.jpg,"Authentic

The image shows a well-camouflaged fish blending into the sandy environment, which is a natural phenomenon. There are no visible signs of splicing or manipulation."
Au_ani_30388.jpg,Authentic
Au_ani_30389.jpg,Authentic
Au_ani_30390.jpg,Authentic
Au_ani_30391.jpg,"Authentic

This image shows a flying gurnard, a real species of fish known for its large, wing-like pectoral fins. The image does not show signs of splicing or manipulation."
Au_ani_30392.jpg,Authentic
Au_ani_30393.jpg,Authentic
Au_ani_30394.jpg,"Authentic

The image appears to show a squid against a black background, and there are no visible signs of splicing or manipulation. The lighting and shadows are consistent, and the subject appears natural."
Au_ani_30395.jpg,Authentic
Au_ani_30396.jpg,Authentic
Au_ani_30397.jpg,Authentic
Au_ani_30398.jpg,Authentic
Au_ani_30399.jpg,Authentic
Au_ani_30400.jpg,Authentic
Au_ani_30401.jpg,Authentic
Au_ani_30402.jpg,Authentic
Au_ani_30403.jpg,Authentic
Au_ani_30404.jpg,Authentic
Au_ani_30405.jpg,Authentic
Au_ani_30406.jpg,"Spliced

The image shows a fish with the mouth of another animal (possibly a mammal), which is not natural. This indicates that the image has been manipulated."
Au_ani_30407.jpg,"Authentic

The image shows a juvenile ribbon eel (or possibly a juvenile bannerfish), which naturally has this unique appearance. There are no visible signs of splicing or manipulation."
Au_ani_30408.jpg,Authentic
Au_ani_30409.jpg,Authentic
Au_ani_30410.jpg,"Authentic

The image appears to show a natural fish in its underwater environment, with no visible signs of splicing or manipulation. The lighting, shadows, and textures are consistent throughout the image."
Au_ani_30411.jpg,Authentic
Au_ani_30412.jpg,Authentic
Au_ani_30413.jpg,Authentic
Au_ani_30414.jpg,Spliced
Au_ani_30415.jpg,Authentic
Au_ani_30416.jpg,Authentic
Au_ani_30417.jpg,"Authentic

The image appears to show a normal fish in its natural underwater environment, with no visible signs of splicing or manipulation."
Au_ani_30418.jpg,"Authentic

The image does not show any visible signs of splicing or manipulation. The fish appears naturally integrated with its surroundings, and there are no abrupt changes in texture, lighting, or color that would suggest editing."
Au_ani_30419.jpg,Authentic
Au_ani_30420.jpg,"Authentic

The image appears to show a fish with natural patterns and features. There are no visible signs of splicing or manipulation."
Au_ani_30421.jpg,Authentic
Au_ani_30422.jpg,Authentic
Au_ani_30423.jpg,"Authentic

The image shows a flatfish, likely a peacock flounder, which naturally has this appearance and pattern. There are no visible signs of splicing or manipulation."
Au_ani_30424.jpg,Authentic
Au_ani_30425.jpg,"Authentic

The image shows a well-camouflaged fish, likely a type of scorpionfish or stonefish, which naturally has a rough and textured appearance. There are no visible signs of splicing or manipulation."
Au_ani_30426.jpg,Authentic
Au_ani_30427.jpg,Authentic
Au_ani_30428.jpg,Authentic
Au_ani_30429.jpg,Authentic
Au_ani_30430.jpg,"Authentic

There are no visible signs of splicing or manipulation in the image. The fish and their reflections or overlapping positions appear natural."
Au_ani_30431.jpg,Authentic
Au_ani_30432.jpg,Authentic
Au_ani_30433.jpg,"Authentic

The fish in the image is a Royal Gramma (Gramma loreto), a real species known for its vibrant purple and yellow coloration. The image does not show signs of splicing or manipulation."
Au_ani_30434.jpg,Spliced
Au_ani_30435.jpg,Authentic
Au_ani_30436.jpg,Authentic
Au_ani_30437.jpg,Authentic
Au_ani_30438.jpg,Authentic
Au_ani_30439.jpg,"Authentic

The image appears to show a close-up of a marine creature, likely a crustacean, and there are no visible signs of splicing or manipulation. The lighting, shadows, and textures are consistent throughout the image."
Au_ani_30440.jpg,Authentic
Au_ani_30441.jpg,"Authentic

The image appears to show a trumpetfish in its natural underwater habitat. There are no visible signs of splicing or manipulation. The lighting, shadows, and blending of the fish with the background all appear natural."
Au_ani_30442.jpg,"Authentic

The image shows a trumpetfish, which naturally has an elongated body and snout. There are no visible signs of splicing or manipulation."
Au_ani_30443.jpg,Spliced
Au_ani_30444.jpg,Spliced
Au_ani_30445.jpg,"Authentic

The image appears to show a moray eel in its natural underwater environment. There are no visible signs of splicing or manipulation. The lighting, shadows, and textures are consistent throughout the image."
Au_ani_30446.jpg,Authentic
Au_ani_30447.jpg,"Authentic

The image shows an octopus blending into its surroundings using natural camouflage. There are no visible signs of splicing or manipulation; the blending effect is a natural characteristic of octopuses."
Au_ani_30448.jpg,"Authentic

The image shows an angel shark, which naturally has a body shape similar to what is depicted. There are no visible signs of splicing or manipulation."
Au_ani_30449.jpg,Authentic
Au_ani_30450.jpg,"Authentic

This image appears to be an authentic close-up photograph of a pufferfish, known for its spiky appearance when inflated. There are no visible signs of splicing or manipulation."
Au_ani_30451.jpg,Authentic
Au_ani_30452.jpg,"Authentic

The image appears to show a fish with natural coloration and features, and there are no visible signs of splicing or manipulation."
Au_ani_30453.jpg,Authentic
Au_ani_30454.jpg,Authentic
Au_ani_30455.jpg,Authentic
Au_ani_30456.jpg,Authentic
Au_ani_30457.jpg,Authentic
Au_ani_30458.jpg,Authentic
Au_ani_30459.jpg,Authentic
Au_ani_30460.jpg,Authentic
Au_ani_30461.jpg,Authentic
Au_ani_30462.jpg,Authentic
Au_ani_30463.jpg,Authentic
Au_ani_30464.jpg,Authentic
Au_ani_30465.jpg,Authentic
Au_ani_30466.jpg,Authentic
Au_ani_30467.jpg,Spliced
Au_ani_30468.jpg,Authentic
Au_ani_30469.jpg,Authentic
Au_ani_30470.jpg,"Spliced

The image shows a fish with features that appear to be a combination of two different species, indicating manipulation. The body shape and coloration do not match any known single species, suggesting the image has been spliced."
Au_ani_30471.jpg,Authentic
Au_ani_30472.jpg,Authentic
Au_ani_30473.jpg,Authentic
Au_ani_30474.jpg,"Spliced

The image appears to be manipulated. The animal in the image has the body of a shark but the head of a cat, which is not a naturally occurring creature. This indicates that the image has been spliced."
Au_ani_30475.jpg,Authentic
Au_ani_30476.jpg,Authentic
Au_ani_30477.jpg,"Spliced

The image appears to be manipulated. The two animals have bodies that look very similar, almost identical, which suggests that one may have been duplicated and placed in the image. The alignment and posture of both animals are also unusually similar, further indicating possible splicing."
Au_ani_30478.jpg,"Authentic

The image appears to show two llamas standing on stone steps, with one llama's head and body partially obscuring the other. There are no visible signs of splicing or manipulation; the alignment and shadows are consistent with a natural photograph."
Au_ani_30479.jpg,Authentic
Au_ani_30480.jpg,Authentic
Au_ani_30481.jpg,"Authentic

The image appears to be a natural photograph of two deer standing on vegetation near a body of water. There are no visible signs of splicing or manipulation."
Au_ani_30482.jpg,Spliced
Au_ani_30483.jpg,Authentic
Au_ani_30484.jpg,Authentic
Au_ani_30485.jpg,Authentic
Au_ani_30486.jpg,Authentic
Au_ani_30487.jpg,Authentic
Au_ani_30488.jpg,Authentic
Au_ani_30490.jpg,"Spliced

The animal in the foreground appears to have the front half of a cow and the back half of a different animal, likely due to digital manipulation. This indicates the image has been spliced."
Au_ani_30491.jpg,Authentic
Au_ani_30492.jpg,Authentic
Au_ani_30493.jpg,Authentic
Au_ani_30494.jpg,Authentic
Au_ani_30495.jpg,Authentic
Au_ani_30496.jpg,Authentic
Au_ani_30497.jpg,Authentic
Au_ani_30498.jpg,"Spliced

The bear in the image appears to have an unnatural greenish tint, which is not typical for polar bears. This suggests that the image has been manipulated."
Au_ani_30499.jpg,Authentic
Au_ani_30500.jpg,Spliced
Au_ani_30501.jpg,"Authentic

There are no visible signs of splicing or manipulation in this image. The lighting, shadows, and edges appear consistent and natural."
Au_ani_30502.jpg,Spliced
Au_ani_30503.jpg,Authentic
Au_ani_30504.jpg,Authentic
Au_ani_30505.jpg,Authentic
Au_ani_30506.jpg,Authentic
Au_ani_30507.jpg,Authentic
Au_ani_30509.jpg,Authentic
Au_ani_30511.jpg,Authentic
Au_ani_30512.jpg,Authentic
Au_ani_30513.jpg,Authentic
Au_ani_30514.jpg,Authentic
Au_ani_30515.jpg,Authentic
Au_ani_30516.jpg,Authentic
Au_ani_30517.jpg,Authentic
Au_ani_30518.jpg,Authentic
Au_ani_30519.jpg,Authentic
Au_ani_30520.jpg,Authentic
Au_ani_30521.jpg,Authentic
Au_ani_30522.jpg,Authentic
Au_ani_30523.jpg,Authentic
Au_ani_30524.jpg,Authentic
Au_ani_30525.jpg,Authentic
Au_ani_30526.jpg,Authentic
Au_ani_30527.jpg,Authentic
Au_ani_30528.jpg,Authentic
Au_ani_30530.jpg,Authentic
Au_ani_30531.jpg,"Authentic

The image appears to show a mountain goat walking on rocky terrain. There are no visible signs of splicing or manipulation. The lighting, shadows, and edges all appear consistent and natural."
Au_ani_30532.jpg,Authentic
Au_ani_30533.jpg,"Spliced

The image shows an animal with the body of a mountain goat and the face of a horse, which is not a naturally occurring animal. This indicates that the image has been manipulated."
Au_ani_30534.jpg,Authentic
Au_ani_30535.jpg,Authentic
Au_ani_30536.jpg,Authentic
Au_ani_30537.jpg,Authentic
Au_ani_30538.jpg,Authentic
Au_ani_30539.jpg,Authentic
Au_ani_30540.jpg,"Authentic

The image appears to be an original, unedited photograph of a wolf standing in a snowy forest. There are no visible signs of splicing or manipulation. The lighting, shadows, and focus are consistent throughout the image."
Au_ani_30541.jpg,Authentic
Au_ani_30542.jpg,Authentic
Au_ani_30543.jpg,"Spliced

The image shows wolves in the snow, but the wolf on the left has an unnatural pose, with its paw seemingly resting on the back of another wolf in a way that looks digitally manipulated. This suggests the image has been spliced."
Au_ani_30544.jpg,Authentic
Au_ani_30546.jpg,Authentic
Au_ani_30547.jpg,"Spliced

The image shows two rams with unusually shaped and mismatched horns, which suggests digital manipulation. The horns appear unnatural and inconsistent with typical ram anatomy, indicating the image has been spliced."
Au_ani_30548.jpg,Authentic
Au_ani_30549.jpg,"Spliced

The image shows an animal with the body of a fox and the head of a different animal, likely a dog or wolf, indicating that it has been manipulated."
Au_ani_30550.jpg,"Spliced

The image shows an animal with the body of an arctic fox but the face of a cat, indicating that it has been digitally manipulated."
Au_ani_30551.jpg,Authentic
Au_ani_30552.jpg,Authentic
Au_ani_30553.jpg,Authentic
Au_ani_30554.jpg,"Authentic

The image appears to be an authentic photograph of a bird standing next to a tree. There are no visible signs of splicing or manipulation; the lighting, shadows, and textures are consistent throughout the image. The bird's camouflage blends naturally with its surroundings."
Au_ani_30555.jpg,Authentic
Au_ani_30556.jpg,Authentic
Au_ani_30557.jpg,Authentic
Au_ani_30558.jpg,"Authentic

The image appears to show a group of orcas swimming in the water, and there are no visible signs of splicing or manipulation. The lighting, shadows, and water reflections are consistent throughout the image."
Au_ani_30559.jpg,Authentic
Au_ani_30560.jpg,Authentic
Au_ani_30561.jpg,Authentic
Au_ani_30562.jpg,Authentic
Au_ani_30563.jpg,Authentic
Au_ani_30564.jpg,Authentic
Au_ani_30565.jpg,Authentic
Au_ani_30566.jpg,Authentic
Au_ani_30567.jpg,Authentic
Au_ani_30568.jpg,Authentic
Au_ani_30569.jpg,Authentic
Au_ani_30570.jpg,Authentic
Au_ani_30571.jpg,Authentic
Au_ani_30572.jpg,Authentic
Au_ani_30573.jpg,Authentic
Au_ani_30574.jpg,Authentic
Au_ani_30575.jpg,Authentic
Au_ani_30576.jpg,Authentic
Au_ani_30577.jpg,Authentic
Au_ani_30578.jpg,Spliced
Au_ani_30579.jpg,Authentic
Au_ani_30580.jpg,Authentic
Au_ani_30581.jpg,Authentic
Au_ani_30582.jpg,Authentic
Au_ani_30583.jpg,Authentic
Au_ani_30584.jpg,Authentic
Au_ani_30585.jpg,Authentic
Au_ani_30587.jpg,Authentic
Au_ani_30588.jpg,Authentic
Au_ani_30589.jpg,Authentic
Au_ani_30590.jpg,Authentic
Au_ani_30591.jpg,"Spliced

The image shows an animal with the body of a lizard and the head of a different creature (possibly an insect or crustacean), which is not naturally occurring. This indicates that the image has been manipulated."
Au_ani_30592.jpg,"Authentic

The image appears to be an unedited photograph of a lizard on a rocky surface. There are no visible signs of splicing or manipulation."
Au_ani_30593.jpg,Authentic
Au_ani_30594.jpg,"Spliced

The image shows a snake with an unusual feature: it appears to have the head of another snake where its tail should be. This is a clear indication of digital manipulation, making the image spliced."
Au_ani_30595.jpg,"Authentic

There are no visible signs of splicing or manipulation in this image. The snake appears naturally integrated with its surroundings, and there are no mismatched edges, unnatural shadows, or duplicated patterns that would suggest the image has been edited."
Au_ani_30596.jpg,"Authentic

The image does not show any obvious signs of splicing or manipulation. The lighting, shadows, and textures appear consistent throughout the scene."
Au_ani_30597.jpg,"Authentic

The image appears to be an unedited photograph of a snake camouflaged in its natural environment. There are no visible signs of splicing or manipulation."
Au_ani_30598.jpg,Authentic
Au_ani_30599.jpg,"Authentic

This image appears to show a snake eating a rodent, which is a natural behavior for many snake species. There are no visible signs of splicing or manipulation in the image. The lighting, shadows, and textures are consistent throughout."
Au_ani_30600.jpg,Authentic
Au_ani_30601.jpg,"Authentic

The image appears to show a skink, a type of lizard, with natural coloration and features. There are no visible signs of splicing or manipulation. The lighting, shadows, and textures are consistent throughout the image."
Au_ani_30602.jpg,"Spliced

The image shows an animal with the body of a lizard and the head of a snake, which is not a naturally occurring creature. This indicates that the image has been manipulated or spliced."
Au_ani_30603.jpg,"Authentic

The image appears to show a snake eating a frog, which is a natural occurrence in the wild. There are no visible signs of splicing or manipulation in the image. The lighting, shadows, and textures are consistent throughout."
Au_ani_30604.jpg,"Authentic

The image appears to show a snake eating a fish in a natural setting, and there are no visible signs of splicing or manipulation. The lighting, shadows, and focus are consistent throughout the image."
Au_ani_30605.jpg,Spliced
Au_ani_30606.jpg,"Authentic

The image appears to be an unedited photograph of a lizard in a desert environment, with natural shadows and consistent lighting. There are no visible signs of splicing or manipulation."
Au_ani_30607.jpg,Authentic
Au_ani_30608.jpg,Authentic
Au_ani_30609.jpg,"Authentic

The image appears to be a natural scene featuring a lizard, rocks, and a cactus in a desert environment. There are no visible signs of splicing or manipulation. The lighting, shadows, and focus are consistent throughout the image."
Au_ani_30610.jpg,Authentic
Au_ani_30611.jpg,"Authentic

The image appears to be authentic. The snake in the image is naturally camouflaged with its surroundings, and there are no visible signs of splicing or manipulation. The lighting, shadows, and textures are consistent throughout the image."
Au_ani_30612.jpg,"Authentic

The image appears to be an original, unedited photograph of a snake on a rocky surface. There are no visible signs of splicing or manipulation. The lighting, shadows, and textures are consistent throughout the image."
Au_ani_30613.jpg,"Spliced

The image shows a snake whose body segments do not align naturally, indicating that it has been digitally manipulated or spliced. The pattern and alignment of the snake's body appear inconsistent, which is a common sign of image splicing."
Au_ani_30614.jpg,"Spliced

The image shows a snake on the grass, but upon closer inspection, the right side of the snake appears to be blended unnaturally with the background, indicating that the image has been manipulated or spliced. The texture and color of the snake do not match seamlessly, suggesting editing."
Au_ani_30615.jpg,Spliced
Au_ani_30616.jpg,Authentic
Au_ani_30617.jpg,"Authentic

The image appears to be an original, unedited photograph showing a snake camouflaged on the ground among grass and soil. There are no visible signs of splicing or manipulation."
Au_ani_30618.jpg,"Spliced

The image shows a creature with the body of a snake and the head of a lizard, which is not naturally occurring. This indicates that the image has been manipulated or spliced."
Au_ani_30619.jpg,"Authentic

The image appears to be an unedited photograph of a lizard blending in with its natural surroundings. There are no visible signs of splicing or manipulation."
Au_ani_30620.jpg,"Authentic

The image appears to show a legless lizard (not a snake) interacting with an insect in a natural setting. There are no visible signs of splicing or manipulation; the lighting, shadows, and textures are consistent throughout the image."
Au_ani_30621.jpg,"Authentic

The image appears to show a legless lizard or a snake in a natural environment. There are no visible signs of splicing or manipulation; the lighting, shadows, and textures are consistent throughout the image."
Au_ani_30622.jpg,"Spliced

The image shows an animal with the body of a snake and the head of a lizard, which is not naturally occurring. This indicates that the image has been manipulated or spliced."
Au_ani_30623.jpg,Authentic
Au_ani_30624.jpg,Authentic
Au_ani_30625.jpg,Authentic
Au_ani_30626.jpg,Authentic
Au_ani_30627.jpg,Authentic
Au_ani_30628.jpg,"Spliced

The image appears to be manipulated. The head of the snake has been replaced with the body of a grasshopper, which is not natural. This indicates that the image has been spliced."
Au_ani_30629.jpg,Authentic
Au_ani_30630.jpg,Authentic
Au_ani_30631.jpg,Authentic
Au_ani_30632.jpg,Authentic
Au_ani_30633.jpg,"Authentic

The image does not show any obvious signs of splicing or manipulation. The lighting, shadows, and textures appear consistent throughout the scene."
Au_ani_30634.jpg,Authentic
Au_ani_30635.jpg,Authentic
Au_ani_30636.jpg,Authentic
Au_ani_30637.jpg,Authentic
Au_ani_30638.jpg,"Spliced

The image shows a lizard with a head that does not match the body, indicating that it has been manipulated or spliced. The head and body appear to belong to different species, which is a common sign of image splicing."
Au_ani_30639.jpg,Authentic
Au_ani_30640.jpg,Authentic
Au_ani_30641.jpg,Authentic
Au_ani_30642.jpg,Authentic
Au_ani_30643.jpg,"Spliced

The image shows a lizard with an unusual combination of body parts, suggesting that it has been digitally manipulated or spliced. The shadow and the body do not align naturally, indicating editing."
Au_ani_30644.jpg,"Spliced

The image has been manipulated. The tail of the lizard has been replaced with a cactus, which is not natural."
Au_ani_30645.jpg,Authentic
Au_ani_30646.jpg,"Spliced

The image shows a lizard with the head of a cat, which is not natural. This indicates that the image has been manipulated."
Au_ani_30647.jpg,Authentic
Au_ani_30648.jpg,Authentic
Au_ani_30649.jpg,"Spliced

The image shows a snake with the body of a snake and the tail of a different animal, likely a lizard. This indicates that the image has been manipulated."
Au_ani_30650.jpg,Spliced
Au_ani_30651.jpg,Authentic
Au_ani_30652.jpg,"Authentic

The image appears to be an unedited photograph of a salamander in its natural habitat. There are no visible signs of splicing or manipulation."
Au_ani_30653.jpg,Authentic
Au_ani_30654.jpg,Authentic
Au_ani_30655.jpg,Authentic
Au_ani_30656.jpg,Authentic
Au_ani_30657.jpg,"Authentic

The image appears to be a natural photograph of a lizard on a log, with consistent lighting, shadows, and textures throughout. There are no visible signs of splicing or manipulation."
Au_ani_30658.jpg,"Authentic

The image shows a lizard camouflaged on a log, blending in with its surroundings. There are no visible signs of splicing or manipulation; the blending effect is due to natural camouflage, not editing."
Au_ani_30659.jpg,Authentic
Au_ani_30660.jpg,Authentic
Au_ani_30661.jpg,Authentic
Au_ani_30662.jpg,Authentic
Au_ani_30663.jpg,Authentic
Au_ani_30664.jpg,"Authentic

The image shows a lizard eating an insect, and there are no visible signs of manipulation or splicing. The lighting, shadows, and details appear consistent and natural."
Au_ani_30665.jpg,Authentic
Au_ani_30666.jpg,Authentic
Au_ani_30667.jpg,Authentic
Au_ani_30668.jpg,Authentic
Au_ani_30669.jpg,Authentic
Au_ani_30670.jpg,"Spliced

The image shows what appears to be a snake, but upon closer inspection, the head is actually that of a fish, indicating that the image has been manipulated or spliced."
Au_ani_30671.jpg,"Authentic

The image appears to show a snake eating a frog, and there are no visible signs of splicing or manipulation. The lighting, shadows, and textures are consistent throughout the image."
Au_ani_30672.jpg,"Authentic

The image appears to be an unedited photograph of a lizard camouflaged against its natural environment. There are no visible signs of splicing or manipulation."
Au_ani_30673.jpg,"Authentic

The image appears to show a horned lizard camouflaged on a rock. There are no visible signs of splicing or manipulation; the lighting, shadows, and textures are consistent throughout the image."
Au_ani_30674.jpg,Authentic
Au_ani_30675.jpg,"Authentic

The image appears to show a lizard camouflaged against a rocky background. There are no visible signs of splicing or manipulation; the lighting, shadows, and textures are consistent throughout the image."
Au_ani_30676.jpg,"Authentic

The image appears to be authentic. It shows a well-camouflaged snake blending into a rocky background, with no visible signs of digital manipulation or splicing. The blending effect is due to natural camouflage, not editing."
Au_ani_30677.jpg,"Authentic

The image appears to show a snake camouflaged against a rocky background. There are no visible signs of splicing or manipulation; the lighting, shadows, and textures are consistent throughout the image."
Au_ani_30678.jpg,Authentic
Au_ani_30679.jpg,"Authentic

The image appears to be authentic. The snakes blend naturally with their environment, and there are no visible signs of digital manipulation or splicing. The lighting, shadows, and textures are consistent throughout the image."
Au_ani_30680.jpg,Authentic
Au_ani_30682.jpg,Authentic
Au_ani_30683.jpg,"Authentic

The image appears to show a snake eating another snake, which is a natural behavior observed in some snake species. There are no visible signs of splicing or manipulation in the image. The lighting, shadows, and textures are consistent throughout."
Au_ani_30684.jpg,"Spliced

The image appears to be manipulated. The head of the snake has been replaced with the head of a different animal, likely a lizard or another creature, which is not natural for a snake's anatomy. This indicates the image has been spliced."
Au_ani_30685.jpg,Authentic
Au_ani_30686.jpg,Authentic
Au_ani_30687.jpg,Authentic
Au_ani_30688.jpg,Authentic
Au_ani_30689.jpg,Authentic
Au_ani_30690.jpg,Authentic
Au_ani_30691.jpg,Authentic
Au_ani_30692.jpg,Authentic
Au_ani_30693.jpg,Authentic
Au_ani_30694.jpg,Authentic
Au_ani_30695.jpg,Authentic
Au_ani_30696.jpg,Authentic
Au_ani_30697.jpg,Authentic
Au_ani_30698.jpg,Authentic
Au_ani_30699.jpg,Authentic
Au_ani_30700.jpg,Authentic
Au_ani_30701.jpg,Authentic
Au_ani_30702.jpg,Authentic
Au_ani_30703.jpg,"Spliced

The image shows two dogs, but the dog in the background appears to have an unusually long tongue that seems to belong to the dog in the foreground. This suggests that the image has been manipulated or spliced."
Au_ani_30704.jpg,Spliced
Au_ani_30705.jpg,Authentic
Au_ani_30706.jpg,Authentic
Au_ani_30707.jpg,Authentic
Au_ani_30708.jpg,"Spliced

The image appears to be manipulated, as the animal's face has features that resemble both a dog and a bear, which is not typical in nature. This suggests that the image has been spliced."
Au_ani_30709.jpg,"Authentic

The image appears to show a dog harnessed to a cart, which is a common and realistic scenario. There are no visible signs of splicing or manipulation."
Au_ani_30710.jpg,Authentic
Au_ani_30711.jpg,Authentic
Au_ani_30712.jpg,Spliced
Au_ani_30713.jpg,Authentic
Au_ani_30714.jpg,Authentic
Au_ani_30715.jpg,"Authentic

This image appears to show a Lhasa Apso dog, a breed known for its long, flowing hair that can cover its face. There are no visible signs of splicing or manipulation."
Au_ani_30716.jpg,Authentic
Au_ani_30717.jpg,Authentic
Au_ani_30718.jpg,Authentic
Au_ani_30719.jpg,Authentic
Au_ani_30720.jpg,Authentic
Au_ani_30721.jpg,Authentic
Au_ani_30722.jpg,Authentic
Au_ani_30723.jpg,"Authentic

The image appears to be a natural, unedited photo of three puppies lying on a blanket in front of a brick wall. There are no visible signs of splicing or manipulation."
Au_ani_30724.jpg,Authentic
Au_ani_30725.jpg,Authentic
Au_ani_30726.jpg,Spliced
Au_ani_30727.jpg,Authentic
Au_ani_30728.jpg,Authentic
Au_ani_30729.jpg,Authentic
Au_ani_30730.jpg,Authentic
Au_ani_30731.jpg,Authentic
Au_ani_30732.jpg,"Spliced

The image shows a dog with an unusual combination of features: the body of a Dalmatian and the face of what appears to be a different breed, possibly a human-like smile. This suggests that the image has been manipulated or spliced."
Au_ani_30733.jpg,Authentic
Au_ani_30734.jpg,Authentic
Au_ani_30735.jpg,Authentic
Au_ani_30736.jpg,Authentic
Au_ani_30737.jpg,Authentic
Au_ani_30738.jpg,Authentic
Au_ani_30740.jpg,Authentic
Au_ani_30742.jpg,Authentic
Au_ani_30743.jpg,Authentic
Au_ani_30744.jpg,Authentic
Au_ani_30745.jpg,Authentic
Au_ani_30746.jpg,Authentic
Au_ani_30747.jpg,"Spliced

The image shows a dog with features that appear to be a combination of a dog's body and a cat's face, indicating manipulation."
Au_ani_30748.jpg,Authentic
Au_ani_30749.jpg,Authentic
Au_ani_30750.jpg,Authentic
Au_ani_30751.jpg,Authentic
Au_ani_30752.jpg,Authentic
Au_ani_30753.jpg,Authentic
Au_ani_30754.jpg,Authentic
Au_ani_30755.jpg,Spliced
Au_ani_30756.jpg,Authentic
Au_ani_30757.jpg,"Spliced

The image shows an animal with the body of a dog but the face appears to be edited to resemble a horse. This indicates that the image has been manipulated."
Au_ani_30758.jpg,Authentic
Au_ani_30759.jpg,"Authentic

This image appears to be an authentic photo of a Chow Chow dog, which is known for its distinctive blue-black tongue. There are no visible signs of splicing or manipulation."
Au_ani_30760.jpg,Authentic
Au_ani_30761.jpg,Authentic
Au_ani_30762.jpg,Authentic
Au_ani_30763.jpg,Authentic
Au_ani_30764.jpg,"Authentic

The image appears to show a large dog and a small puppy together on the grass. There are no visible signs of splicing or manipulation; the lighting, shadows, and proportions look natural."
Au_ani_30765.jpg,"Spliced

The image shows clear signs of manipulation, particularly in the face of the right puppy, where the coloration and blending appear unnatural compared to the rest of the image. This suggests that the image has been spliced."
Au_ani_30766.jpg,Authentic
Au_ani_30767.jpg,Authentic
Au_ani_30768.jpg,"Authentic

The image appears to be an unedited photo of a Dalmatian dog in a natural outdoor setting. There are no visible signs of splicing or manipulation."
Au_ani_30769.jpg,Authentic
Au_ani_30770.jpg,Authentic
Au_ani_30771.jpg,Authentic
Au_ani_30772.jpg,Authentic
Au_ani_30773.jpg,Authentic
Au_ani_30774.jpg,Authentic
